"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.39442207606683e-18,1.13993960678193,0.469,0.243,5.95663912410858e-14,"2","GPX3"
1.68144809570862e-14,1.06846916895933,0.512,0.306,2.27920289373304e-10,"2","MT-CO2"
5.72571888210794e-46,1.06497634806306,0.909,0.665,7.76121194469732e-42,"2","FTL"
9.30263553837021e-35,1.0395634942208,0.856,0.601,1.26097224722608e-30,"2","APOE"
2.36826940717049e-08,1.00414938000463,0.334,0.203,0.00032101891814196,"2","SERPING1"
4.51979420278927e-08,0.975376945428932,0.281,0.157,0.000612658104188086,"2","ATP5F1B"
3.37739689028449e-14,0.961650923801632,0.459,0.25,4.57806148478062e-10,"2","EEF2"
1.24142841731151e-17,0.928500184402638,0.616,0.394,1.68275621966576e-13,"2","IFITM3"
1.14268337701624e-07,0.927361797958054,0.359,0.23,0.00154890731754551,"2","SELENOP"
4.10213131130092e-28,0.922860186602801,0.828,0.554,5.5604389924684e-24,"2","C3"
3.8942199359736e-07,0.920077116219485,0.375,0.252,0.00527861512321221,"2","SQSTM1"
5.79773705483655e-07,0.903516938875576,0.316,0.2,0.00785883257783094,"2","GPX4"
2.46288242585552e-06,0.870612552101238,0.291,0.179,0.0333843712824715,"2","RPS26"
7.11993561330535e-07,0.809071394646625,0.281,0.164,0.00965107272383541,"2","SNHG25"
4.06359397750777e-07,0.736731110371589,0.403,0.269,0.00550820163651178,"2","RPS21"
3.85076696753452e-23,0.736155984695822,0.863,0.686,5.21971462449304e-19,"2","IGHG3"
4.08724816138467e-09,0.709217806805996,0.516,0.361,5.54026488275693e-05,"2","FN1"
