"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.14050779936953e-13,2.48558390649327,0.531,0.105,1.56831227491305e-09,"3","MUC1"
2.36120863778446e-07,2.33059295601449,0.281,0.057,0.00324689799781741,"3","TSPO"
8.0954392764405e-06,2.27936763265932,0.25,0.058,0.111320385490333,"3","TSPAN3"
4.36250289535032e-06,2.17858986256944,0.25,0.055,0.0599887773139622,"3","S100A16"
2.32958821286759e-07,2.16528077334055,0.344,0.082,0.00320341675151422,"3","UQCRQ"
1.49443873173466e-11,2.13908192375414,0.562,0.138,2.05500270000833e-07,"3","S100A11"
1.64590073401834e-05,2.12736453921427,0.25,0.06,0.226327809934862,"3","LSR"
4.86538131667154e-17,2.11068579806764,0.938,0.361,6.69038584855503e-13,"3","S100A6"
2.67170369162748e-05,2.11068579806764,0.25,0.062,0.367385974635695,"3","SUB1"
3.47127490959457e-07,2.02295694869616,0.312,0.069,0.00477335012818349,"3","YWHAZ"
0.000121949080478935,1.95371645172924,0.25,0.07,1,"3","HDLBP"
0.000141922887951364,1.92427267383675,0.25,0.07,1,"3","SCO2"
7.67116635125059e-06,1.90257760273744,0.312,0.083,0.105486208496047,"3","CD59"
6.99295819611756e-06,1.88893960072447,0.312,0.082,0.0961601681548126,"3","SERPING1"
0.000151574260764862,1.86712876673315,0.25,0.07,1,"3","YWHAH"
7.64349553404629e-06,1.85445122433918,0.312,0.082,0.105105707088671,"3","WARS"
0.000175697197604409,1.82570883935317,0.25,0.071,1,"3","LY6E"
4.15440622401863e-12,1.77441246239116,0.781,0.266,5.71272399864802e-08,"3","HLA-C"
7.74504875384442e-10,1.77039716605893,0.562,0.15,1.06502165414115e-05,"3","ANXA2"
0.000378038023698429,1.72073927975162,0.25,0.076,1,"3","LGALS3BP"
8.06532791990256e-06,1.70422419296861,0.406,0.131,0.11090632422658,"3","ITM2B"
1.04333273730767e-06,1.63163180591764,0.469,0.148,0.0143468684707178,"3","HLA-DRB5"
0.000955228385128088,1.54240203849311,0.25,0.082,1,"3","MARCKSL1"
0.00250798456448623,1.53126148088791,0.25,0.091,1,"3","SERPINA1"
0.000981577518475513,1.52020629237891,0.25,0.082,1,"3","ATP5MF"
0.00020408491680257,1.51221903299673,0.312,0.103,1,"3","EIF4G2"
3.5167953923893e-06,1.49617902173246,0.531,0.196,0.0483594534407452,"3","PPDPF"
7.48635476871629e-05,1.46087215299651,0.438,0.17,1,"3","PPIA"
1.18461207706339e-05,1.44118978713481,0.469,0.164,0.162896006716987,"3","CALR"
