Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000170946,DNAJC24,0.015253723807119413,-0.049639545186843215,1.0,0.016680677662883007,-6.710537955267881e-05,1.0,0.01815963163779319,0.3345776628069901,1.0
ENSG00000148950,IMMP1L,0.010169149204746274,-0.5642127180166012,1.0,0.018070734134789927,0.6515325883718939,1.0,0.012106421091862126,-0.1077804424713662,1.0
ENSG00000109911,ELP4,0.018643440208701505,1.2607005754253073,1.0,0.0069502823595345865,-1.1844916765169806,0.915970191512038,0.012106421091862126,0.4771820582497899,1.0
ENSG00000228061,AC131571.1,0.0,0.5826286703126691,1.0,0.0006950282359534587,0.35607670484572296,1.0,0.0,1.6146855819997263,1.0
ENSG00000049449,RCN1,0.13897837246486577,0.3503377879099836,1.0,0.10633932010087918,-0.33133306484625136,0.9608865103907345,0.1240908161915868,0.12435995541664457,1.0
ENSG00000184937,WT1,0.005084574602373137,0.7752737482550653,1.0,0.0006950282359534587,-2.81384829659659,0.19856880968977209,0.015133026364827658,2.877719987833519,0.19998192046396648
ENSG00000183242,WT1-AS,0.001694858200791046,2.582628670312669,1.0,0.0,-1.643923295154277,1.0,0.0,1.6146855819997263,1.0
ENSG00000149100,EIF3M,0.07965833543717915,-0.11781104782842222,1.0,0.08896361420204271,0.1384852697730956,1.0,0.08171834237006935,-0.03739111457996813,1.0
ENSG00000135378,PRRG4,0.001694858200791046,-0.5872963311296422,1.0,0.004865197651674211,0.7711142041245651,1.0,0.0030266052729655316,0.4447605805574133,1.0
ENSG00000060749,QSER1,0.02881258941344778,1.2931220531176848,1.0,0.009730395303348422,-1.3808888893204836,0.3301013221209291,0.021186236910758723,0.6146855819997254,1.0
ENSG00000176148,TCP11L1,0.013558865606328368,1.7525536717549821,1.0,0.004170169415720752,-1.158496467984036,0.9526688854200182,0.0030266052729655316,-0.29220501360879325,1.0
ENSG00000280798,LINC00294,0.005084574602373137,-0.6652988431309153,1.0,0.009035367067394964,-0.006493374538985464,1.0,0.015133026364827658,1.1121852414705424,1.0
ENSG00000176102,CSTF3,0.027117731212656735,-0.03034820657808357,1.0,0.033361355325766014,0.6488584540735678,0.9390274219319628,0.009079815818896594,-1.407682231028729,0.579116073891959
ENSG00000110422,HIPK3,0.07287890263401497,0.1113229513870806,1.0,0.06741773888748549,-0.11667629228940868,1.0,0.07263852655117276,0.11899041937565658,1.0
ENSG00000110427,KIAA1549L,0.0,-1.002333830408487,1.0,0.0034751411797672932,1.94103920556688,0.9531483696249904,0.0,0.029723081278568486,1.0
ENSG00000255202,AL049629.1,0.0,-0.002333830408487003,1.0,0.0006950282359534587,-0.643923295154277,1.0,0.0030266052729655316,2.6146855819997263,1.0
ENSG00000205177,C11orf91,0.005084574602373137,-0.22472625174493466,1.0,0.006255254123581128,-0.3219952002669153,1.0,0.012106421091862126,1.2361739587459954,1.0
ENSG00000085063,CD59,0.3660893713708659,0.12986078195638284,1.0,0.3190179603026375,-0.25376046451446266,0.9706100733459572,0.40556510657738126,0.2906217427683717,1.0
ENSG00000110429,FBXO3,0.03220230581502987,0.3499679135223941,1.0,0.027106101202184887,-0.07688270243038353,1.0,0.021186236910758723,-0.2679574673621161,1.0
ENSG00000255133,LINC02721,0.001694858200791046,1.582628670312669,1.0,0.0006950282359534587,-0.643923295154277,1.0,0.0,1.0297230812785685,1.0
ENSG00000135363,LMO2,0.04237145501977615,-0.1763632301835356,1.0,0.05768734358413707,0.8415035320159641,0.49775324078063404,0.012106421091862126,-1.8315706478898388,0.12993990772017724
ENSG00000286626,AC090469.1,0.0,0.5826286703126691,1.0,0.0006950282359534587,0.35607670484572296,1.0,0.0,1.6146855819997263,1.0
ENSG00000135387,CAPRIN1,0.08643776824034334,0.2830683884537617,1.0,0.07297796477511316,-0.12545620622002795,1.0,0.0665853160052417,-0.15637321083488898,1.0
